,name,region,city,price,cuisine,url,latitude,longitude,description
129,Olo,Finland,Helsingfors / Helsinki,111,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,60.16616,24.947704,"An attractive harbourside townhouse plays host to this cool, minimalist restaurant, whose four rooms have a delightfully understated feel. Choose from the seasonal 6 or 9 course menus; local meats such as moose and elk feature in exciting, innovative dishes which are packed with flavour; these are often proudly delivered <span>...</span>"
130,Palace,Finland,Helsingfors / Helsinki,111,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,60.16556,24.95256,"This modernist building was built in 1952 for the Olympic Games; ask for a window seat to enjoy the 10th floor views out over the harbour. The set 9 course menu offers luxury ingredients in adventurous, sophisticated dishes which feature harmonious combinations of texture and flavour; these are theatrically finished <span>...</span>"
131,Ora,Finland,Helsingfors / Helsinki,111,Modern cuisine,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,60.157578,24.942947,"A small, homely restaurant with eight tables and a counter opposite its open kitchen; each table is served in unison and the chef’s warmth and enthusiasm is infectious. There’s a strong sustainability ethos and many of the hyper-seasonal ingredients come from their own garden. Dishes are original, with subtle, carefully <span>...</span>"
132,Botrini's,Greece,Athína,11111,Mediterranean,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,38.02318,23.79377,"Ask for a spot in the romantic garden of this ultra-modern restaurant or, if you’re in a 4, choose the chef’s table. The chef is half Greek, half Italian, and the two tasting menus fuse these cuisines in refined, imaginative dishes which blend savoury and sweet. Go for the Greek <span>...</span>"
133,Varoulko Seaside,Greece,Athína,11111,Seafood,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,37.937378,23.658577,"This lively, bustling restaurant sits in a great spot on the promenade and its dining room opens onto the water. The focus is on superb quality fish – choose from an extensive à la carte or a tasting menu of the day’s specials. Generous Greek and Mediterranean dishes are full <span>...</span>"
134,Hytra,Greece,Athína,11111,Modern cuisine,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,37.95818,23.71895,"Once the sun goes down, they fold back the roof of this sultry 6th floor restaurant so you can dine under the stars overlooking The Acropolis – and in summer, they relocate to the roof terrace. Classic Greek recipes are given a modern makeover and can be accompanied by Greek <span>...</span>"
135,Costes Downtown,Hungary,Budapest,1111,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,47.50113,19.048595,"<span><span><span>Set on the ground floor of the Prestige Hotel, this strikingly decorated restaurant brings nature inside with a living wall and ceiling; ask for one of the booths or sit at the chef’s table for a view of the kitchen. Menus showcase Hungarian ingredients and flavours are gutsy and well-defined.</span></span></span>"
136,Borkonyha Winekitchen,Hungary,Budapest,1111,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,47.49953,19.052391,"<span><span><span>A bustling wine-orientated restaurant close to the Basilica; over 200 wines are available, and around a quarter of them by the glass. Skilfully executed, eye-catching dishes have subtle Hungarian influences; the kitchen keeps things simple by sourcing top-class ingredients and allowing them to shine.</span></span></span>"
137,Stand,Hungary,Budapest,111,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,47.500244,19.059624,A glass-fronted kitchen is the focus at this eye-catching modern restaurant. The chefs are proud of their Hungarian roots and the cooking centres around refining classic dishes through the use of modern techniques. Opt for a Hungarian wine – there are some great sweet Tokajis on the list.
138,Babel,Hungary,Budapest,11111,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,47.492603,19.05256,"Babel is a place which blends tradition with modernity. Its walls still show marks from the 1838 Great Flood of Pest, but it’s also a stylish place, courtesy of its chic design by passionate owner Hubert and interior designer Annamaria Dekany. Cooking is innovative and packed with flavour."
139,Costes,Hungary,Budapest,11111,Modern cuisine,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,47.48873,19.061779,"<span><span><span>A sophisticated restaurant on a lively street. The menu blends Hungarian classics with some Portuguese touches and is presented as a pack of playing cards: choose 4, 5, 6 or 7 of the dishes offered – or play the joker and let the kitchen surprise you. Wine and beer pairings <span>...</span></span></span></span>"
140,FAGN,Norway,Trondheim,1111,Modern cuisine,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,63.43392,10.39628,"Fagn is an old Norwegian word referring to the welcome, food and lodgings given to travellers at rural farmhouses in days gone by; chef-owner Jonas wants his guests to experience the same warm welcome at his intimate restaurant. Each of the beautifully crafted dishes comes with a story, which is <span>...</span>"
141,Credo,Norway,Trondheim,1111,Creative,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,63.43391,10.39631,"Heidi the chef-owner oversees a young and enthusiastic team, whose multi-course tasting menu is built around sustainability and local produce; from nearby farms with whom they have built close relationships, to seafood from Trondheim fjord. Cooking is creative yet understated and dishes have a natural style which allows the main <span>...</span>"
142,RE-NAA,Norway,Stavanger,1111,Creative,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,58.972088,5.732877,"The kitchen takes centre stage – quite literally, as it sits in the middle of this stylish room – and the chefs present the delicate, poised constructions themselves with obvious passion and pride. The range of top-quality Norwegian seafood is commendable, and the bread is made at their nearby bakery."
143,Sabi Omakase,Norway,Stavanger,1111,Sushi,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,58.969936,5.7433133,"Sit at the counter to enjoy a multi-course sushi experience, where each element is introduced and explained to diners, as they watch deft hands at work. The superlative Norwegian ingredients are prepared with exceptional skill and embellished with subtle modern touches; wine pairings accompany."
144,Galt,Norway,Oslo,111,Modern cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,59.91661,10.71369,
145,Kontrast,Norway,Oslo,111,Scandinavian,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,59.92355,10.75106,"A modern restaurant with a stark, semi-industrial feel created by a concrete floor, exposed pipework and an open kitchen. Seasonal, organic Norwegian produce is used to create refined, original, full-flavoured dishes whose apparent simplicity often masks their complex nature. The service is well-paced."
146,Statholdergaarden,Norway,Oslo,1111,Classic cuisine,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,59.90937,10.74305,"A charming 17C house in the city’s heart. Three elegant rooms feature an array of antiques and curios, and have wonderfully ornate stucco ceilings hung with chandeliers. Expertly rendered classical cooking uses seasonal Norwegian ingredients in familiar combinations. Service is well-versed and willing."
147,Del Posto,New York City,New York,1111,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,40.74327,-74.0077,
148,L'Appart,New York City,New York,1111,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,40.711903,-74.01544,
149,Wallsé,New York City,New York,1111,Austrian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,40.73538,-74.00814,
150,Jeju Noodle Bar,New York City,New York,11,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,40.732952,-74.00744,
151,Sushi Nakazawa,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,40.731716,-74.00451,
152,Kosaka,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,40.738316,-74.00137,
153,Bâtard,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,40.719616,-74.00589,"This West Broadway corner will be familiar to those who know their restaurants as it has hosted many a seminal establishment. Drew Nieporent’s Bâtard is no exception. Open since 2014, the cooking remains precise and accomplished under Executive Chef Doug Brixton. Seasonality is at the heart of the menu—evidenced by <span>...</span>"
154,Hirohisa,New York City,New York,111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,40.72452,-74.003006,
155,Blue Hill,New York City,New York,1111,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,40.7321,-73.9996,
156,ZZ's Clam Bar,New York City,New York,1111,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,40.727646,-74.00046,
157,Babbo,New York City,New York,1111,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,40.73233,-73.99916,"This quintessential Greenwich village spot lives on as a flourishing destination for visitors and locals alike. Housed along a charming block, the exterior too is a draw and has remained the same since its inception in 1998.<br>Chef Fortunato Nicotra helms the stoves and delivers winning dishes, like citrus and fennel-dusted <span>...</span>"
158,Carbone,New York City,New York,1111,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,40.727966,-74.00017,"<span><span><span>The ever-so-stylish Carbone continues to captivate audiences with its striking interior and smartly dressed servers who work the floor with a bit of flirt and flair. Reservations remain scarce and prices sky high at this big and&nbsp;bold&nbsp;ode to Italian-American cuisine. Dinner reigns supreme, though&nbsp;crowds are present at all times, largely <span>...</span></span></span></span>"
159,Le Coucou,New York City,New York,111,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,40.719162,-74.00001,
160,Aldea,New York City,New York,1111,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,40.73885,-73.99366,
161,Cote,New York City,New York,111,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,40.73778,-73.99375,
162,Gotham Bar and Grill,New York City,New York,1111,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,40.73417,-73.99379,
163,Nix,New York City,New York,111,Vegetarian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,40.733166,-73.993515,
164,Junoon,New York City,New York,1111,Indian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,40.74325,-73.99077,"Junoon has reemerged on the scene and its new incarnation is nothing short of striking. Featuring a series of spaces (the front area is primarily suited for a bite and bevy), the reprized décor flaunts pendant lights strung with thick grass ropes, vintage mirrors, and a&nbsp;gleaming white marble bar. Speaking <span>...</span>"
165,NoMad,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,40.74497,-73.98883,
166,The Musket Room,New York City,New York,111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,40.723915,-73.99375,"Mary Frances Attea is the master and commander of this restaurant. Sleek glass-framed doors are a noticeable reprieve from the bustling stretch upon which it is set. Inside, the space is rustic, but in a stunning way—think Danish-style chairs, industrial lighting, and mid-century-modern furniture.<br>Service is easy yet informed and complements <span>...</span>"
167,Uncle Boons,New York City,New York,11,Thai,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,40.721203,-73.99441,
168,Gramercy Tavern,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,40.73849,-73.98868,
169,The Clocktower,New York City,New York,111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,40.7414,-73.987595,
170,Ai Fiori,New York City,New York,1111,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,40.75013,-73.98357,"Elegantly accessed by a sweeping staircase (or elevator) in the Langham hotel's lobby, Ai Fiori stands proudly above its Fifth Avenue address. This perfect perch for pretty ladies with their deal-making beaus in tow is dominated by walls of windows and espresso-dark wood. The handsome marble bar and lounge furnished <span>...</span>"
171,Casa Mono,New York City,New York,111,Spanish,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,40.73595,-73.98706,
172,Jewel Bako,New York City,New York,111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,40.72713,-73.98928,
173,The River Café,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,40.703613,-73.994774,
174,Bar Uchū,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,40.72191,-73.99003,
175,Café China,New York City,New York,11,Chinese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,40.749973,-73.98228,
176,Kanoyama,New York City,New York,111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,40.73071,-73.98655,
177,Contra,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,40.719917,-73.98922,
178,Kyo Ya,New York City,New York,111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,40.7266,-73.98526,
179,Kajitsu,New York City,New York,111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,40.72776,-73.98428,
180,Agern,New York City,New York,1111,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,40.75234,-73.9775,
181,Caviar Russe,New York City,New York,1111,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,40.760685,-73.97355,
182,Tuome,New York City,New York,11,Fusion,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,40.724194,-73.9828,
183,Tempura Matsui,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,40.74839,-73.97474,
184,Sushi Yasuda,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,40.75108,-73.97364,
185,Sushi Amane,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,40.75133,-73.971725,
186,Café Boulud,New York City,New York,1111,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,40.77439,-73.96414,
187,Satsuki,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,40.801243,-73.95187,
188,Sushi Inoue,New York City,New York,1111,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,40.810448,-73.943726,
189,Meadowsweet,New York City,New York,111,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,40.710354,-73.96317,
190,Casa Enríque,New York City,New York,11,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,40.743492,-73.95425,
191,Peter Luger,New York City,New York,1111,Steakhouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,40.70986,-73.96263,
192,Oxomoco,New York City,New York,111,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,40.730057,-73.95538,
193,The Finch,New York City,New York,111,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,40.68704,-73.96297,
194,Faro,New York City,New York,11,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,40.707584,-73.923035,"Few restaurants smell as good as they look, but such is the charm of this Bushwick delight. Exposed brick and white subway tiles soar to the ceiling—in a long space designed with handsome tables and a wood-burning oven that fills the air with sweet smoke.<br>The concise menu highlights local, seasonal <span>...</span>"
195,Senses,Poland,Warszawa,11111,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,52.244583,21.005886,
196,atelier Amaro,Poland,Warszawa,1111,Modern cuisine,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,52.21708,21.03768,
197,Olympe,Rio de Janeiro,Rio de Janeiro - 22470,11111,French,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,-22.96109,-43.20658,
198,Lasai,Rio de Janeiro,Rio de Janeiro - 22271,11111,modern,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,-22.95401,-43.19557,"Located in a historic building, this is a unique restaurant that reflects the cutting-edge aspect of Brazilian cuisine. The kitchen team is guided by the strict principles of seasonality and proximity, working with small producers who raise their own chickens and grow their own organic produce. The name “Lasai” translates <span>...</span>"
199,Oteque,Rio de Janeiro,Rio de Janeiro - 22271,11111,modern,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,-22.95747,-43.194424,"The surprises here begin at the entrance, since nothing gives the impression that hidden behind its discreet front door is this temple of Rio gastronomy. The attractive dining room boasts high ceilings and an informal atmosphere with a modern-industrial feel. Extraordinary chef Alberto Landgraf transports guests to a world of <span>...</span>"
200,Mee,Rio de Janeiro,Rio de Janeiro - 22021,11111,Asian influences,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,-22.96764,-43.17925,"If you’re looking for a unique Asian-inspired experience, make sure you book a table at Mee, where you can enjoy pan-Asian fusion cuisine featuring the flavours of Thailand, Cambodia, Vietnam, Korea, Japan and elsewhere. Here you’ll find a sushi bar plus interesting menus, including one that is dedicated to our <span>...</span>"
201,Cipriani,Rio de Janeiro,Rio de Janeiro - 22021,11111,Italian,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,-22.96755,-43.17901,"Located inside the ""Copa"", the city's, and perhaps Brazil's, most legendary hotel. Here, under the baton of chef Nello Cassese, discover Italian-international cuisine showcasing contemporary techniques and presentation which uses authentic Italian products in combination with locally sourced ingredients. The splendid dining room overlooks the hotel's famous pool, but if <span>...</span>"
202,Jun Sakamoto,Sao Paulo,São Paulo - 05413,11111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,-23.56318,-46.67737,"Thanks to his larger-than-life personality, Leonardo Jun Sakamoto has left his unmistakable mark on this discreet restaurant where you won’t find any signage. Here, you will savour what may well be the finest nigiri in the city. Of course, it is all best enjoyed seated at the sushi bar—with a <span>...</span>"
203,Maní,Sao Paulo,São Paulo - 05415,11111,creative,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,-23.56621,-46.67974,"This restaurant demonstrates a true passion for good cooking. The contemporary decor comes as a pleasant surprise, with its off-white tones and the use of different building materials, which combine to provide a creative space perfect for an enjoyable dining experience. Allow your senses to run free as you savour <span>...</span>"
204,Evvai,Sao Paulo,São Paulo - 05415,11111,modern,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,-23.567078,-46.679146,Chef Luiz Filipe Souza’s story is first and foremost a reflection of his confidence and dedication—both key to his success at Evvai. Beyond this small bar is an elegant main dining room with views of the kitchen. The Italian cuisine is split between traditional à la carte dishes and a <span>...</span>
205,Picchi,Sao Paulo,São Paulo - 01426,11111,Italian,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,-23.565063,-46.666767,"This Italian restaurant adjoining the Regent Park hotel is surrounded by art galleries and luxury boutiques and is well worth a visit. Here, amid a classic-cum-contemporary ambience, chef Pier Paolo Picchi rekindles memories of his childhood through Italian dishes. These showcase well-defined flavours and innovative touches, and the Brazilian ingredients <span>...</span>"
206,Kosushi,Sao Paulo,São Paulo - 04538,111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,-23.58522,-46.6809,"The name comes from Japanese philosophy, as the word ""ko"" which means ""turtle"", is a reference to longevity and a link with the symbolism of the number 1. Opened in 1988 (in a different location) by chef George Yuji Koshoji, this Japanese restaurant, considerably less pompous than many others of <span>...</span>"
207,Ryo Gastronomia,Sao Paulo,São Paulo - 04531,11111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,-23.58132,-46.6767,"A superb example of Japanese cuisine, this restaurant boasts a striking minimalist décor—with elements of wood adding a natural feel and two small gardens creating that sense of zen. It is intimate, with an exclusive bar for just eight guests presided over by the star of the show, chef Edson <span>...</span>"
208,Tangará Jean-Georges,Sao Paulo,São Paulo - 05706,11111,modern,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,-23.634005,-46.72428,"It’s impossible to talk about this restaurant – which has a separate personality from the Palácio Tangará hotel in which it is housed – without making reference to its owner, the French chef Jean-Georges Vongerichten, whose culinary empire now includes over 30 restaurants worldwide. The presentation of his cuisine, with <span>...</span>"
209,Kinoshita,Sao Paulo,São Paulo - 04509,11111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,-23.59159,-46.67146,"Kinoshita is one of the most prestigious restaurants in São Paulo as well as one of the first to serve authentic Kappo cuisine—thereby bringing the true essence of Japanese gastronomy to Brazilian palates. The excellent Washoku dishes are perfectly balanced, impeccably presented and made from seasonal ingredients. Nigiri takes pride <span>...</span>"
210,Kan Suke,Sao Paulo,São Paulo - 01401,11111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,-23.5684,-46.64936,"This tiny Japanese eatery demonstrates why, in most cases, the best perfumes are sold in small bottles! Located in an unpretentious shopping mall, you’ll need to keep your eyes peeled as it’s easy to walk past without realising that you’ve just missed a jewel of Japanese cuisine. The highlight on <span>...</span>"
211,Huto,Sao Paulo,São Paulo - 04080,11111,Japanese,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,-23.60882,-46.6598,"Cuisine of the highest quality is the order of the day in this small restaurant run by the attentive owner himself. Here, you would be well advised to take the chef’s advice and choose one of the three omakase menus (the Japanese word ‘omakase’ translates loosely as ‘leave it up <span>...</span>"
212,Bhoga,Sweden,Göteborg,111,Creative,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,57.70618,11.9624,The knowledgeable team here know both the menu and the wine list inside out. Ultra-seasonal ingredients from small farms feature in imaginatively presented dishes which are complex in make-up yet subtle in flavour – and these are paired with some interesting wines. The flowers are grown on their urban farm.
213,Koka,Sweden,Göteborg,111,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,57.698406,11.965365,"Set beneath an ornate 19C glass ceiling, this warm, elegant restaurant comes with wood-panelling and bespoke furnishings. Choose 3, 5 or 7 courses from the daily set menu, where carefully prepared dishes are light and refreshingly original. Well-chosen wines and smooth service complete the picture."
214,28+,Sweden,Göteborg,111,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,57.69809,11.97377,"This atmospheric, passionately run basement restaurant has been a Gothenburg institution for over 30 years. Carefully judged, classically based cooking showcases prime seasonal ingredients, skilfully blending French and Swedish influences to create intricate, precise, boldly flavoured dishes. There's an exceptional cheese selection and an outstanding wine list."
215,SK Mat & Människor,Sweden,Göteborg,111,Modern cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,57.69688,11.98338,"Not only can you watch the chefs at work here,&nbsp;they also deliver your food. Cooking is a model of self-restraint, with well-thought-through combinations showing a beautiful balance of richness and acidity. The room exudes a cool, modern style and is relaxed and intimate in equal measure."
216,Thörnströms Kök,Sweden,Göteborg,111,Classic cuisine,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,57.69437,11.977609,
217,Upper House,Sweden,Göteborg,1111,Creative,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,57.69745,11.99021,
218,Agrikultur,Sweden,Stockholm,1111,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,59.34777,18.05863,"<span><span><span>The open kitchen, with its aga and wood-burning oven, is the focus of this homely restaurant, where the passionate chefs give a contemporary twist to classic Swedish dishes. Flavours are intense, contrasts are original and ingredients, top quality; they raise their own pigs (which eat the food waste) and also <span>...</span></span></span></span>"
219,Sushi Sho,Sweden,Stockholm,111,Japanese,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,59.341286,18.049892,"With its white tiled walls and compact counter seating, the room couldn’t be simpler; the food, by contrast, is sublime. Diners are all served at the same time, omakase style, with top quality seafood coming from local waters. The signature soy-cured egg and the sake tasting menu are highlights."
220,Volt,Sweden,Stockholm,111,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,59.33867,18.079683,
221,Ekstedt,Sweden,Stockholm,111,Meats and grills,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,59.33674,18.07521,"<span><span><span>It’s all about fire at this cosy, pared-back restaurant, so expect smoky flavours and caramelisation – reserve a seat at the counter to experience the heat of the wood-burning oven, fire pit and chargrill. Diners are invited to tour the kitchen; the cooking of their signature ‘oyster with apple’ is <span>...</span></span></span></span>"
222,Operakällaren,Sweden,Stockholm,1111,Classic cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,59.329876,18.071363,"Sweden's most opulent restaurant sits within the historic Opera House, and the stunning, high-ceilinged room boasts chandeliers, wall paintings and original gilded oak panelling decorated with carvings. Chef Viktor Westerlind uses superb Nordic produce in light, elegantly styled French dishes."
223,Mathias Dahlgren-Matbaren,Sweden,Stockholm,11,Modern cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,59.32935,18.07543,"Set within the Grand Hotel Matbaren, this trendy, modern bistro offers well-priced dishes with a Scandinavian heart; three are about right for one person, or order more and share. Grab a seat at the zinc-topped bar counter for a better view of the open kitchen; the keen service team add <span>...</span>"
224,Aloë,Sweden,Stockholm,1111,Creative,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,59.2842,17.985748,Two talented chefs run this welcoming restaurant in the suburbs. Enjoy snacks in the lounge before taking a seat at either a table or the counter – all look into the open kitchen. The surprise menu sees globally influenced dishes stimulate the senses with their intense flavours and original combinations.
225,PM & Vänner,Sweden,Växjö,111,Creative,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,56.87892,14.80387,"Their philosophy is based on ‘forest, lake and meadow’ and much of the produce comes from their farm some 500 meters away, with bread from their own bakery. The tasting menu is explained with an infectious passion and the ambitious, elaborate cooking has a pleasing degree of sophistication. An extraordinary <span>...</span>"
226,Bloom in the Park,Sweden,Malmö,11,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,55.59064,12.99794,"<span><span><span>Have an aperitif on the terrace of this charming lakeside lodge before heading inside to enjoy visually appealing, creative modern dishes. The menu and matching wines are a complete surprise; what you’ve eaten is only confirmed at the end of your meal, when you are given a QR code to <span>...</span></span></span></span>"
227,SAV,Sweden,Malmö,111,Creative,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,55.53376,13.00537,
228,Golden Formosa,Taipei,Taipei,11,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,25.118216,121.53623,"In the 1960s, the family started serving heavily seasoned food to go with alcoholic drinks. The third-generation owner still follows the same family recipes from the old days. Their signature deep-fried pork ribs are made with local pork, fried twice to seal in the juices and to crisp up the <span>...</span>"
229,Danny's Steakhouse,Taipei,Taipei,11,Steakhouse,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,25.082657,121.552765,"Known as Taiwan’s ‘Godfather of steaks’, the eponymous owner has been cooking meat for over 40 years. Prime cuts of U.S. wet-aged, Japanese and Australian Wagyu beef are grilled to perfection over lychee wood and rested properly before being served. Try USDA Prime ribeye dry-aged in-house for 14 days for <span>...</span>"
230,L'Atelier de Joël Robuchon,Taipei,Taipei,111,French contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,25.039188,121.56771,"The moody interior uses the iconic black and red colour scheme as the other members of the group – sit at the counter to appreciate the atmosphere to the fullest. French classics are re-invented with skill, care and a great deal of aplomb; service is engaging, confident and thoughtful. Since <span>...</span>"
